user_id,age,gender,skill,path,ear_id,ear_view_pos,method,first_img,total_time,sam1_proposed_am,sam2_proposed_am,sam1_interactive_am,sam2_interactive_am,polygon_drawing_am,sam2_tracking_am,panorama_tracking_am,total_masks_am,sam1_proposed_sm,sam2_proposed_sm,sam1_interactive_sm,sam2_interactive_sm,poly_n,sam2_tracking_sm,panorama_tracking_sm,total_masks_sm,track_n,amg_n,inter_n,ds_per_mask,user_img,method_imgpos,method_imgpos_ear,ear_img,track_time,amg_time,inter_time,poly_time,ds_per_mask_track,ds_per_mask_amg,ds_per_mask_inter,ds_per_mask_poly
8,30,Male,9,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_8\39320223525022_low_2688_annots_structured_sam2,39320223525022,2688,sam2,False,755,0,108,0,2,0,66,0,176,0,4,0,2,0,65,0,71,65,4,2,10.633802816901408,8_39320223525022,sam2_2,sam2_2_39320223525022,39320223525022_2688,530.0,24.0,,,8.153846,6.0,,
8,30,Male,9,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_8\39320223525022_low_2752_annots_structured_sam1,39320223525022,2752,sam1,True,1396,94,0,3,0,0,0,0,97,66,0,3,0,0,0,0,69,0,66,3,20.231884057971016,8_39320223525022,sam1_1,sam1_1_39320223525022,39320223525022_2752,,773.0,623.0,,,11.712121,207.66667,
8,30,Male,9,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_8\39320223525022_low_2752_annots_structured_sam2,39320223525022,2752,sam2,True,1442,0,109,0,4,0,0,0,113,0,66,0,4,0,0,0,70,0,66,4,20.6,8_39320223525022,sam2_1,sam2_1_39320223525022,39320223525022_2752,,1032.0,410.0,,,15.636364,102.5,
8,30,Male,9,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_8\39320223525022_low_2752_indicated_annots_polygon,39320223525022,2752,polygon,True,186,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,3,0,0,0,62.0,8_39320223525022,polygon_1,polygon_1_39320223525022,39320223525022_2752,,,,,,,,
8,30,Male,9,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_8\39420224413028_low_1856_annots_structured_sam1,39420224413028,1856,sam1,False,2998,140,0,1,0,0,0,123,264,83,0,1,0,0,0,30,114,30,83,1,26.29824561403509,8_39420224413028,sam1_2,sam1_2_39420224413028,39420224413028_1856,1869.0,1129.0,,,62.3,13.602409,,
8,30,Male,9,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_8\39420224413028_low_1856_annots_structured_sam2,39420224413028,1856,sam2,False,2837,0,166,0,7,0,119,0,292,0,0,0,7,0,112,0,119,112,0,7,23.840336134453782,8_39420224413028,sam2_2,sam2_2_39420224413028,39420224413028_1856,2107.0,,730.0,,18.8125,,104.28571,
8,30,Male,9,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_8\39420224413028_low_1920_annots_structured_sam1,39420224413028,1920,sam1,True,1381,154,0,0,0,0,0,0,154,123,0,0,0,0,0,0,123,0,123,0,11.227642276422765,8_39420224413028,sam1_1,sam1_1_39420224413028,39420224413028_1920,,1381.0,,,,11.227642,,
8,30,Male,9,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_8\39420224413028_low_1920_annots_structured_sam2,39420224413028,1920,sam2,True,2870,0,180,0,6,0,0,0,186,0,119,0,5,0,0,0,124,0,119,5,23.14516129032258,8_39420224413028,sam2_1,sam2_1_39420224413028,39420224413028_1920,,1774.0,1096.0,,,14.907563,219.2,
8,30,Male,9,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_8\39420224413028_low_1920_indicated_annots_polygon,39420224413028,1920,polygon,True,310,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,3,0,0,0,103.33333333333333,8_39420224413028,polygon_1,polygon_1_39420224413028,39420224413028_1920,,,,,,,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39320223493024_low_192_annots_structured_sam1,39320223493024,192,sam1,False,2069,120,0,2,0,0,0,73,195,49,0,2,0,0,0,42,93,42,49,2,22.247311827956988,9_39320223493024,sam1_2,sam1_2_39320223493024,39320223493024_192,1218.0,519.0,,,29.0,10.591837,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39320223493024_low_192_annots_structured_sam2,39320223493024,192,sam2,False,1140,0,129,0,0,0,90,0,219,0,13,0,0,0,83,0,96,83,13,0,11.875,9_39320223493024,sam2_2,sam2_2_39320223493024,39320223493024_192,927.0,213.0,,,11.168674,16.384615,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39320223493024_low_256_annots_structured_sam1,39320223493024,256,sam1,True,1312,123,0,1,0,0,0,0,124,92,0,1,0,0,0,0,93,0,92,1,14.10752688172043,9_39320223493024,sam1_1,sam1_1_39320223493024,39320223493024_256,,1312.0,,,,14.26087,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39320223493024_low_256_annots_structured_sam2,39320223493024,256,sam2,True,1720,0,135,0,2,0,0,0,137,0,91,0,2,0,0,0,93,0,91,2,18.49462365591398,9_39320223493024,sam2_1,sam2_1_39320223493024,39320223493024_256,,1540.0,,,,16.923077,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39320223493024_low_256_indicated_annots_polygon,39320223493024,256,polygon,True,242,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,3,0,0,0,80.66666666666667,9_39320223493024,polygon_1,polygon_1_39320223493024,39320223493024_256,,,,,,,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39320223525022_low_2688_annots_structured_sam1,39320223525022,2688,sam1,False,2659,97,0,2,0,2,0,62,163,28,0,2,0,2,0,35,67,35,28,2,39.6865671641791,9_39320223525022,sam1_2,sam1_2_39320223525022,39320223525022_2688,1029.0,336.0,,,29.4,12.0,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39320223525022_low_2688_annots_structured_sam2,39320223525022,2688,sam2,False,1741,0,108,0,6,2,63,0,179,0,0,0,6,2,60,0,68,60,0,6,25.602941176470587,9_39320223525022,sam2_2,sam2_2_39320223525022,39320223525022_2688,834.0,,256.0,,13.9,,42.666668,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39320223525022_low_2752_annots_structured_sam1,39320223525022,2752,sam1,True,1130,95,0,0,0,0,0,0,95,63,0,0,0,0,0,0,63,0,63,0,17.936507936507937,9_39320223525022,sam1_1,sam1_1_39320223525022,39320223525022_2752,,1130.0,,,,17.936508,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39320223525022_low_2752_annots_structured_sam2,39320223525022,2752,sam2,True,929,0,109,0,0,0,0,0,109,0,64,0,0,0,0,0,64,0,64,0,14.515625,9_39320223525022,sam2_1,sam2_1_39320223525022,39320223525022_2752,,929.0,,,,14.515625,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39320223525022_low_2752_indicated_annots_polygon,39320223525022,2752,polygon,True,263,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,3,0,0,0,87.66666666666667,9_39320223525022,polygon_1,polygon_1_39320223525022,39320223525022_2752,,,,,,,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39420224413028_low_1856_annots_structured_sam1,39420224413028,1856,sam1,False,3864,140,0,5,0,1,0,124,270,84,0,5,0,1,0,25,115,25,84,5,33.6,9_39420224413028,sam1_2,sam1_2_39420224413028,39420224413028_1856,1544.0,899.0,1421.0,,61.76,10.702381,284.2,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39420224413028_low_1856_annots_structured_sam2,39420224413028,1856,sam2,False,1,0,166,0,0,0,119,0,285,0,0,0,0,0,118,0,118,118,0,0,0.00847457627118644,9_39420224413028,sam2_2,sam2_2_39420224413028,39420224413028_1856,1.0,,,,0.008474576,,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39420224413028_low_1920_annots_structured_sam1,39420224413028,1920,sam1,True,1670,154,0,1,0,0,0,0,155,123,0,1,0,0,0,0,124,0,123,1,13.46774193548387,9_39420224413028,sam1_1,sam1_1_39420224413028,39420224413028_1920,,1670.0,,,,13.577236,,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39420224413028_low_1920_annots_structured_sam2,39420224413028,1920,sam2,True,3243,0,180,0,7,0,0,0,187,0,116,0,7,0,0,0,123,0,116,7,26.365853658536587,9_39420224413028,sam2_1,sam2_1_39420224413028,39420224413028_1920,,2591.0,652.0,,,22.336206,93.14286,
9,26,Male,6,C:\Users\geink81\Desktop\ARAMSAM_UserExperiment\User_9\39420224413028_low_1920_indicated_annots_polygon,39420224413028,1920,polygon,True,209,0,0,0,0,6,0,0,6,0,0,0,0,3,0,0,3,0,0,0,69.66666666666667,9_39420224413028,polygon_1,polygon_1_39420224413028,39420224413028_1920,,,,,,,,
