points_per_side,points_per_batch,pred_iou_thresh,stability_score_thresh,stability_score_offset,box_nms_thresh,crop_n_layers,crop_nms_thresh,crop_n_points_downscale_factor,recall,precision,predictions,ground_truth,TP,FP,FN,mean_iou_of_tp,std_iou_of_tp,f_beta
32,128,0.72,0.95,0.7,0.7,2,0.7,1,0.9638486574201195,0.3577963694740041,295.2,109.6,105.8,189.4,3.8,0.956003612279892,0.029461758770048568,0.7173143847146168
32,128,0.72,0.95,0.7,0.7,2,0.7,2,0.9583449395809586,0.4440331345421315,236.1,109.6,105.1,131.0,4.5,0.9567041099071503,0.028995834849774783,0.7754783513167294
32,128,0.72,0.95,0.7,0.7,2,0.7,4,0.9464344470299082,0.5170154422433061,199.3,109.6,103.6,95.7,6.0,0.9604730069637298,0.02696412596851584,0.8095796927940828
32,128,0.72,0.95,1.0,0.7,0,0.7,1,0.9237673389525888,0.6818319751142176,147.0,109.6,100.8,46.2,8.8,0.9649637103080749,0.02402482181787487,0.8601628003332487
32,128,0.72,0.95,1.0,0.7,0,0.7,2,0.9237673389525888,0.6818319751142176,147.0,109.6,100.8,46.2,8.8,0.9649637103080749,0.02402482181787487,0.8601628003332487
32,128,0.72,0.95,1.0,0.7,0,0.7,4,0.9237673389525888,0.6818319751142176,147.0,109.6,100.8,46.2,8.8,0.9649637103080749,0.02402482181787487,0.8601628003332487
32,128,0.72,0.95,1.0,0.7,1,0.7,1,0.9706078419652376,0.49054022194487557,217.0,109.6,106.6,110.4,3.0,0.9570615768432618,0.028358204476535292,0.8091904102532601
32,128,0.72,0.95,1.0,0.7,1,0.7,2,0.9616310341785287,0.5593860455372316,187.6,109.6,105.5,82.1,4.1,0.9577215671539306,0.028008833155035922,0.8382473345365316
32,128,0.72,0.95,1.0,0.7,1,0.7,4,0.9356421817967757,0.6174376782780897,164.6,109.6,102.3,62.3,7.3,0.9614417076110839,0.0263901755213737,0.8464135223758402
32,128,0.72,0.95,1.0,0.7,2,0.7,1,0.9646171227009687,0.42345529836132056,249.8,109.6,105.9,143.9,3.7,0.9558735907077789,0.029663466848432952,0.7659232433167051
32,128,0.72,0.95,1.0,0.7,2,0.7,2,0.9564624666187642,0.5201098123304349,201.1,109.6,104.9,96.2,4.7,0.9568355619907379,0.028861365094780867,0.8164134586226967
32,128,0.72,0.95,1.0,0.7,2,0.7,4,0.9407716049700074,0.6079835236674265,168.3,109.6,102.9,65.4,6.7,0.9607938885688782,0.02663480881601567,0.8462163154963619
32,128,0.72,0.95,1.3,0.7,0,0.7,1,0.9081960614125466,0.7822801362407452,126.0,109.6,99.1,26.9,10.5,0.9660203158855438,0.02153078559786076,0.878288179951511
32,128,0.72,0.95,1.3,0.7,0,0.7,2,0.9081960614125466,0.7822801362407452,126.0,109.6,99.1,26.9,10.5,0.9660203158855438,0.02153078559786076,0.878288179951511
32,128,0.72,0.95,1.3,0.7,0,0.7,4,0.9081960614125466,0.7822801362407452,126.0,109.6,99.1,26.9,10.5,0.9660203158855438,0.02153078559786076,0.878288179951511
32,128,0.72,0.95,1.3,0.7,1,0.7,1,0.9706459982533939,0.5755342818345314,184.5,109.6,106.6,77.9,3.0,0.9571529388427734,0.028284064494073356,0.8513315455520049
32,128,0.72,0.95,1.3,0.7,1,0.7,2,0.9578909418791144,0.6539529231836912,159.7,109.6,105.1,54.6,4.5,0.9583283841609955,0.026708978973329023,0.8745145229506539
32,128,0.72,0.95,1.3,0.7,1,0.7,4,0.9192162034020324,0.7146511742692034,139.8,109.6,100.5,39.3,9.1,0.9625019609928132,0.024371055513620322,0.8681396700944074
32,128,0.72,0.95,1.3,0.7,2,0.7,1,0.9655099798438258,0.5016132735421961,210.5,109.6,106.0,104.5,3.6,0.955897867679596,0.02976558096706864,0.8129171860245344
32,128,0.72,0.95,1.3,0.7,2,0.7,2,0.9551710085476453,0.6111483810790713,170.8,109.6,104.8,66.0,4.8,0.9574490070343018,0.02762895375490183,0.8563829913388592
32,128,0.72,0.95,1.3,0.7,2,0.7,4,0.9254804394747831,0.7036615263558801,143.1,109.6,101.3,41.8,8.3,0.961890584230423,0.02457341086119407,0.8694844127562419
32,128,0.72,0.98,0.7,0.7,0,0.7,1,0.8840200012761341,0.8531301452272008,112.4,109.6,96.4,16.0,13.2,0.9673889338970184,0.019391924701631,0.8766543407539829
32,128,0.72,0.98,0.7,0.7,0,0.7,2,0.8840200012761341,0.8531301452272008,112.4,109.6,96.4,16.0,13.2,0.9673889338970184,0.019391924701631,0.8766543407539829
32,128,0.72,0.98,0.7,0.7,0,0.7,4,0.8840200012761341,0.8531301452272008,112.4,109.6,96.4,16.0,13.2,0.9673889338970184,0.019391924701631,0.8766543407539829
32,128,0.72,0.98,0.7,0.7,1,0.7,1,0.9664793315867272,0.6742311419325908,156.6,109.6,106.2,50.4,3.4,0.9576768040657043,0.02734018024057145,0.8872892751049564
32,128,0.72,0.98,0.7,0.7,1,0.7,2,0.9533867484404948,0.7423184790670274,140.0,109.6,104.6,35.4,5.0,0.9589741349220275,0.026071903295814942,0.900750595783881
32,128,0.72,0.98,0.7,0.7,1,0.7,4,0.9015978489941835,0.800066050326296,122.4,109.6,98.5,23.9,11.1,0.9639828264713287,0.02205040985718365,0.8782751437806968
32,128,0.72,0.98,0.7,0.7,2,0.7,1,0.9653524168186157,0.5802199898957169,181.9,109.6,106.0,75.9,3.6,0.9560473322868347,0.02956411447376009,0.8500231420387483
32,128,0.72,0.98,0.7,0.7,2,0.7,2,0.9533444764893592,0.7031090147238477,148.0,109.6,104.6,43.4,5.0,0.957968932390213,0.02725702971220011,0.888396106093199
32,128,0.72,0.98,0.7,0.7,2,0.7,4,0.9062555045129852,0.789047499684321,124.9,109.6,99.1,25.8,10.5,0.9636133074760437,0.0222509808838367,0.8792319503371602
32,128,0.72,0.98,1.0,0.7,0,0.7,1,0.817216860717687,0.932782719660759,94.7,109.6,88.7,6.0,20.9,0.9693588018417358,0.01701803822070356,0.8366787181140177
32,128,0.72,0.98,1.0,0.7,0,0.7,2,0.817216860717687,0.932782719660759,94.7,109.6,88.7,6.0,20.9,0.9693588018417358,0.01701803822070356,0.8366787181140177
32,128,0.72,0.98,1.0,0.7,0,0.7,4,0.817216860717687,0.932782719660759,94.7,109.6,88.7,6.0,20.9,0.9693588018417358,0.01701803822070356,0.8366787181140177
32,128,0.72,0.98,1.0,0.7,1,0.7,1,0.9402516726982307,0.8179657327551334,125.4,109.6,103.1,22.3,6.5,0.9590536475181579,0.0255133299157023,0.9116705913839587
32,128,0.72,0.98,1.0,0.7,1,0.7,2,0.9044517501345766,0.8797165678122953,111.9,109.6,99.0,12.9,10.6,0.9616146922111511,0.02208376238122577,0.8985598851957484
32,128,0.72,0.98,1.0,0.7,1,0.7,4,0.8452643781581386,0.9063765690074013,101.1,109.6,92.0,9.1,17.6,0.9655475437641143,0.02009842554107304,0.8559190227003104
32,128,0.72,0.98,1.0,0.7,2,0.7,1,0.9402970722139694,0.7268861612464698,141.0,109.6,103.1,37.9,6.5,0.9578911662101746,0.02761597391217943,0.88661768344768
32,128,0.72,0.98,1.0,0.7,2,0.7,2,0.9076523746466764,0.851636691577783,116.0,109.6,99.3,16.7,10.3,0.9604370355606079,0.02351990323513741,0.8946609100475376
32,128,0.72,0.98,1.0,0.7,2,0.7,4,0.8522711515761184,0.8994530578294905,102.8,109.6,92.9,9.9,16.7,0.965180367231369,0.02047907132655378,0.8605152522851094
32,128,0.72,0.98,1.3,0.7,0,0.7,1,0.6434005404612866,0.9589546837630539,71.8,109.6,69.0,2.8,40.6,0.9717152655124665,0.01409480506554241,0.6864511003376942
32,128,0.72,0.98,1.3,0.7,0,0.7,2,0.6434005404612866,0.9589546837630539,71.8,109.6,69.0,2.8,40.6,0.9717152655124665,0.01409480506554241,0.6864511003376942
32,128,0.72,0.98,1.3,0.7,0,0.7,4,0.6434005404612866,0.9589546837630539,71.8,109.6,69.0,2.8,40.6,0.9717152655124665,0.01409480506554241,0.6864511003376942
32,128,0.72,0.98,1.3,0.7,1,0.7,1,0.8236507024250395,0.8885993667173642,101.2,109.6,90.3,10.9,19.3,0.9624684035778046,0.02158309919759626,0.8354505949322437
32,128,0.72,0.98,1.3,0.7,1,0.7,2,0.7860410984850651,0.9266265441191323,92.3,109.6,85.9,6.4,23.7,0.9645590901374816,0.01933877533301706,0.810147022026768
32,128,0.72,0.98,1.3,0.7,1,0.7,4,0.6963296757707648,0.9423058975146101,79.8,109.6,75.4,4.4,34.2,0.9684711158275604,0.01626630621030921,0.7332948607448148
32,128,0.72,0.98,1.3,0.7,2,0.7,1,0.8282104668556013,0.8256141815087641,109.3,109.6,90.8,18.5,18.8,0.961198490858078,0.023677997104823538,0.8268440028577443
32,128,0.72,0.98,1.3,0.7,2,0.7,2,0.7905936196880448,0.9144615771890224,94.0,109.6,86.4,7.6,23.2,0.9637350738048553,0.0198245617561042,0.8120533443355443
32,128,0.72,0.98,1.3,0.7,2,0.7,4,0.7002480873977106,0.938826609198073,80.6,109.6,75.9,4.7,33.7,0.968303519487381,0.016281419526785558,0.7363354768321917
32,128,0.8,0.92,0.7,0.7,0,0.7,1,0.9313230217234963,0.5256804332624754,192.4,109.6,101.7,90.7,7.9,0.964287930727005,0.02521585747599598,0.804810619650422
32,128,0.8,0.92,0.7,0.7,0,0.7,2,0.9313230217234963,0.5256804332624754,192.4,109.6,101.7,90.7,7.9,0.964287930727005,0.02521585747599598,0.804810619650422
32,128,0.8,0.92,0.7,0.7,0,0.7,4,0.9313230217234963,0.5256804332624754,192.4,109.6,101.7,90.7,7.9,0.964287930727005,0.02521585747599598,0.804810619650422
32,128,0.8,0.92,0.7,0.7,1,0.7,1,0.9713431360828848,0.3927257590858724,271.0,109.6,106.7,164.3,2.9,0.9570614695549011,0.028303594514727547,0.747986131338937
32,128,0.8,0.92,0.7,0.7,1,0.7,2,0.9650367350759648,0.44584470616017136,236.2,109.6,105.9,130.3,3.7,0.9572083353996277,0.028666667453944628,0.7805118607386379
32,128,0.8,0.92,0.7,0.7,1,0.7,4,0.9408632331236693,0.4838962779929975,211.7,109.6,102.9,108.8,6.7,0.9609721601009369,0.02711619269102808,0.789135877707012
32,128,0.8,0.92,0.7,0.7,2,0.7,1,0.9621815276618533,0.3387581476206928,311.8,109.6,105.6,206.2,4.0,0.955969113111496,0.02946745064109559,0.7002816948855071
32,128,0.8,0.92,0.7,0.7,2,0.7,2,0.9600470980627781,0.41499584835155173,253.1,109.6,105.3,147.8,4.3,0.956317800283432,0.02965073511004443,0.7575475912867125
32,128,0.8,0.92,0.7,0.7,2,0.7,4,0.9451729841657535,0.4778422723827743,215.7,109.6,103.4,112.3,6.2,0.9603429436683655,0.027348874695599018,0.7881947959601472
32,128,0.8,0.92,1.0,0.7,0,0.7,1,0.9276179581476354,0.5728451457644714,175.8,109.6,101.3,74.5,8.3,0.964697414636612,0.02444485016167159,0.8230510976679817
32,128,0.8,0.92,1.0,0.7,0,0.7,2,0.9276179581476354,0.5728451457644714,175.8,109.6,101.3,74.5,8.3,0.964697414636612,0.02444485016167159,0.8230510976679817
32,128,0.8,0.92,1.0,0.7,0,0.7,4,0.9276179581476354,0.5728451457644714,175.8,109.6,101.3,74.5,8.3,0.964697414636612,0.02444485016167159,0.8230510976679817
32,128,0.8,0.92,1.0,0.7,1,0.7,1,0.9713431360828848,0.4224711458981587,252.1,109.6,106.7,145.4,2.9,0.9570614695549011,0.028303594514727547,0.7684559052596864
32,128,0.8,0.92,1.0,0.7,1,0.7,2,0.96299880125837,0.48120828144441863,218.7,109.6,105.7,113.0,3.9,0.9576254665851593,0.0281193291768431,0.7996548132822534
32,128,0.8,0.92,1.0,0.7,1,0.7,4,0.9380056271749269,0.5236928753928434,195.0,109.6,102.6,92.4,7.0,0.9613407194614411,0.02636277768760915,0.8073736887929808
32,128,0.8,0.92,1.0,0.7,2,0.7,1,0.9638486574201195,0.3639840795368335,290.8,109.6,105.8,185.0,3.8,0.95601025223732,0.0294393183663487,0.7218248461194919
32,128,0.8,0.92,1.0,0.7,2,0.7,2,0.9591996404356594,0.4472748926389517,234.7,109.6,105.2,129.5,4.4,0.9565942883491516,0.029269640520214968,0.7775142581961043
32,128,0.8,0.92,1.0,0.7,2,0.7,4,0.9431350503481587,0.5174014343689497,198.7,109.6,103.2,95.5,6.4,0.9606950402259826,0.02658800557255739,0.8074011668127195
32,128,0.8,0.92,1.3,0.7,0,0.7,1,0.9245407893583923,0.6360360997494083,157.8,109.6,100.9,56.9,8.7,0.9648761570453643,0.02409372646361584,0.8453768008263032
32,128,0.8,0.92,1.3,0.7,0,0.7,2,0.9245407893583923,0.6360360997494083,157.8,109.6,100.9,56.9,8.7,0.9648761570453643,0.02409372646361584,0.8453768008263032
32,128,0.8,0.92,1.3,0.7,0,0.7,4,0.9245407893583923,0.6360360997494083,157.8,109.6,100.9,56.9,8.7,0.9648761570453643,0.02409372646361584,0.8453768008263032
32,128,0.8,0.92,1.3,0.7,1,0.7,1,0.9706078419652376,0.464240916951608,229.1,109.6,106.6,122.5,3.0,0.9570033133029938,0.028480732999741992,0.7942463937320561
32,128,0.8,0.92,1.3,0.7,1,0.7,2,0.9607763333238278,0.5258094544169489,199.5,109.6,105.4,94.1,4.2,0.9578355610370636,0.02775994762778276,0.8217423678868248
32,128,0.8,0.92,1.3,0.7,1,0.7,4,0.9356803380849319,0.579312653493218,175.7,109.6,102.3,73.4,7.3,0.961482846736908,0.02610713336616749,0.8308416570988608
32,128,0.8,0.92,1.3,0.7,2,0.7,1,0.9631133633024724,0.40120241851312366,263.5,109.6,105.7,157.8,3.9,0.9560659229755402,0.029357066005468307,0.7493870952615199
32,128,0.8,0.92,1.3,0.7,2,0.7,2,0.9569771725011172,0.487696529198396,214.6,109.6,104.9,109.7,4.7,0.9567745745182037,0.0289710253477096,0.7995909518448843
32,128,0.8,0.92,1.3,0.7,2,0.7,4,0.9408097612581636,0.5709540612659453,179.5,109.6,102.9,76.6,6.7,0.9608339488506317,0.026365436427295153,0.8305907878352421
32,128,0.8,0.95,0.7,0.7,0,0.7,1,0.9276179581476354,0.5983118416078134,168.3,109.6,101.3,67.0,8.3,0.9647023677825928,0.02443465627729888,0.833395157306227
32,128,0.8,0.95,0.7,0.7,0,0.7,2,0.9276179581476354,0.5983118416078134,168.3,109.6,101.3,67.0,8.3,0.9647023677825928,0.02443465627729888,0.833395157306227
32,128,0.8,0.95,0.7,0.7,0,0.7,4,0.9276179581476354,0.5983118416078134,168.3,109.6,101.3,67.0,8.3,0.9647023677825928,0.02443465627729888,0.833395157306227
32,128,0.8,0.95,0.7,0.7,1,0.7,1,0.9713431360828848,0.4364762558032611,243.8,109.6,106.7,137.1,2.9,0.9570614695549011,0.028303594514727547,0.7776828127640645
32,128,0.8,0.95,0.7,0.7,1,0.7,2,0.96299880125837,0.4971352227521845,211.6,109.6,105.7,105.9,3.9,0.9576972484588623,0.027969008684158258,0.8085602662287756
32,128,0.8,0.95,0.7,0.7,1,0.7,4,0.9380056271749269,0.544385604629823,187.5,109.6,102.6,84.9,7.0,0.9613580346107483,0.02635612711310382,0.817337428029426
32,128,0.8,0.95,0.7,0.7,2,0.7,1,0.9638486574201195,0.37488790616686396,282.1,109.6,105.8,176.3,3.8,0.956003612279892,0.029461758770048568,0.7304727844833214
32,128,0.8,0.95,0.7,0.7,2,0.7,2,0.9591996404356594,0.4614093759325796,227.5,109.6,105.2,122.3,4.4,0.9565942883491516,0.029269640520214968,0.7862729732399079
32,128,0.8,0.95,0.7,0.7,2,0.7,4,0.9431350503481587,0.5372101680331032,191.3,109.6,103.2,88.1,6.4,0.9606834292411804,0.02663418855518098,0.8171445125268002
32,128,0.8,0.95,1.0,0.7,0,0.7,1,0.9204513566892383,0.6892281743421772,144.9,109.6,100.4,44.5,9.2,0.9652248919010162,0.02347325794398779,0.8601442927298301
32,128,0.8,0.95,1.0,0.7,0,0.7,2,0.9204513566892383,0.6892281743421772,144.9,109.6,100.4,44.5,9.2,0.9652248919010162,0.02347325794398779,0.8601442927298301
32,128,0.8,0.95,1.0,0.7,0,0.7,4,0.9204513566892383,0.6892281743421772,144.9,109.6,100.4,44.5,9.2,0.9652248919010162,0.02347325794398779,0.8601442927298301
32,128,0.8,0.95,1.0,0.7,1,0.7,1,0.9706078419652376,0.5002744110636282,212.8,109.6,106.6,106.2,3.0,0.9570615768432618,0.028358204476535292,0.8143901632318034
32,128,0.8,0.95,1.0,0.7,1,0.7,2,0.9607763333238278,0.5681250466932876,184.6,109.6,105.4,79.2,4.2,0.9578514754772186,0.02772406600415701,0.8415130399970556
32,128,0.8,0.95,1.0,0.7,1,0.7,4,0.9330780792326732,0.6296516027911631,161.1,109.6,102.0,59.1,7.6,0.9616515874862671,0.02604138944298025,0.8489489616868685
32,128,0.8,0.95,1.0,0.7,2,0.7,1,0.9646171227009687,0.43280573679199225,244.6,109.6,105.9,138.7,3.7,0.9558735907077789,0.029663466848432952,0.7716934252307233
32,128,0.8,0.95,1.0,0.7,2,0.7,2,0.9564624666187642,0.5270384514229302,198.5,109.6,104.9,93.6,4.7,0.9568417727947235,0.028858216106891578,0.8197275828977924
32,128,0.8,0.95,1.0,0.7,2,0.7,4,0.9382075024059049,0.6201398685453972,164.7,109.6,102.6,62.1,7.0,0.9610025703907012,0.026291421987116287,0.8488931187609552
32,128,0.8,0.95,1.3,0.7,0,0.7,1,0.9074441817132983,0.7840968416328924,125.6,109.6,99.0,26.6,10.6,0.9660913825035096,0.02141978032886977,0.8781760457740067
32,128,0.8,0.95,1.3,0.7,0,0.7,2,0.9074441817132983,0.7840968416328924,125.6,109.6,99.0,26.6,10.6,0.9660913825035096,0.02141978032886977,0.8781760457740067
32,128,0.8,0.95,1.3,0.7,0,0.7,4,0.9074441817132983,0.7840968416328924,125.6,109.6,99.0,26.6,10.6,0.9660913825035096,0.02141978032886977,0.8781760457740067
32,128,0.8,0.95,1.3,0.7,1,0.7,1,0.9706459982533939,0.5784805613084657,183.6,109.6,106.6,77.0,3.0,0.9571529388427734,0.028284064494073356,0.8525425811930818
32,128,0.8,0.95,1.3,0.7,1,0.7,2,0.9578909418791144,0.6566032165330924,159.1,109.6,105.1,54.0,4.5,0.9583347082138062,0.026705733872950034,0.8754063847183227
32,128,0.8,0.95,1.3,0.7,1,0.7,4,0.9192162034020324,0.7184707509076317,139.1,109.6,100.5,38.6,9.1,0.9625358164310456,0.02438720315694803,0.8692264109379035
32,128,0.8,0.95,1.3,0.7,2,0.7,1,0.9655099798438258,0.5056491505349682,209.0,109.6,106.0,103.0,3.6,0.955897867679596,0.02976558096706864,0.8148427536797639
32,128,0.8,0.95,1.3,0.7,2,0.7,2,0.9551710085476453,0.6130397120126709,170.3,109.6,104.8,65.5,4.8,0.9574552834033966,0.02762572169303888,0.8571043060628816
32,128,0.8,0.95,1.3,0.7,2,0.7,4,0.9254804394747831,0.7073384663486786,142.4,109.6,101.3,41.1,8.3,0.9619241654872894,0.02459088955074542,0.8705695386745749
32,128,0.8,0.98,0.7,0.7,0,0.7,1,0.8840200012761341,0.8545683089337557,112.2,109.6,96.4,15.8,13.2,0.9673889338970184,0.019391924701631,0.876923099907373
32,128,0.8,0.98,0.7,0.7,0,0.7,2,0.8840200012761341,0.8545683089337557,112.2,109.6,96.4,15.8,13.2,0.9673889338970184,0.019391924701631,0.876923099907373
32,128,0.8,0.98,0.7,0.7,0,0.7,4,0.8840200012761341,0.8545683089337557,112.2,109.6,96.4,15.8,13.2,0.9673889338970184,0.019391924701631,0.876923099907373
32,128,0.8,0.98,0.7,0.7,1,0.7,1,0.9664793315867272,0.6756175166733237,156.3,109.6,106.2,50.1,3.4,0.9576768040657043,0.02734018024057145,0.8876949675567394
32,128,0.8,0.98,0.7,0.7,1,0.7,2,0.9533867484404948,0.7433703928187546,139.8,109.6,104.6,35.2,5.0,0.9589804708957672,0.0260684778913855,0.9010273433037053
32,128,0.8,0.98,0.7,0.7,1,0.7,4,0.9015978489941835,0.8019778057512361,122.1,109.6,98.5,23.6,11.1,0.9639828264713287,0.02205040985718365,0.8786917775570318
32,128,0.8,0.98,0.7,0.7,2,0.7,1,0.9653524168186157,0.5838477043992049,180.9,109.6,106.0,74.9,3.6,0.9560473322868347,0.02956411447376009,0.851394077957378
32,128,0.8,0.98,0.7,0.7,2,0.7,2,0.9533444764893592,0.704052974186019,147.8,109.6,104.6,43.2,5.0,0.9579752027988434,0.02725362814962859,0.8886668315902447
32,128,0.8,0.98,0.7,0.7,2,0.7,4,0.9062555045129852,0.7908436713777838,124.6,109.6,99.1,25.5,10.5,0.9636133074760437,0.0222509808838367,0.8796497285798844
32,128,0.8,0.98,1.0,0.7,0,0.7,1,0.817216860717687,0.932782719660759,94.7,109.6,88.7,6.0,20.9,0.9693588018417358,0.01701803822070356,0.8366787181140177
32,128,0.8,0.98,1.0,0.7,0,0.7,2,0.817216860717687,0.932782719660759,94.7,109.6,88.7,6.0,20.9,0.9693588018417358,0.01701803822070356,0.8366787181140177
32,128,0.8,0.98,1.0,0.7,0,0.7,4,0.817216860717687,0.932782719660759,94.7,109.6,88.7,6.0,20.9,0.9693588018417358,0.01701803822070356,0.8366787181140177
