recall,precision,predictions,ground_truth,TP,FP,FN,mean_iou_of_tp,std_iou_of_tp,Dataset,img_dir,model,points_per_side,points_per_batch,pred_iou_thresh,stability_score_thresh,stability_score_offset,box_nms_thresh,crop_n_layers,crop_nms_thresh,crop_n_points_downscale_factor
0.9117647058823529,0.5020242914979757,247,136,124,123,12,0.9651927351951599,0.020669864490628242,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,0.7,0.7,0,0.7,1
0.9117647058823529,0.5020242914979757,247,136,124,123,12,0.9651927351951599,0.020669864490628242,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,0.7,0.7,0,0.7,2
0.9117647058823529,0.5020242914979757,247,136,124,123,12,0.9651927351951599,0.020669864490628242,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,0.7,0.7,0,0.7,4
1.0,0.40117994100294985,339,136,136,203,0,0.9569722414016724,0.02673107385635376,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,0.7,0.7,1,0.7,1
0.9926470588235294,0.45302013422818793,298,136,135,163,1,0.9592214822769165,0.023221014067530632,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,0.7,0.7,1,0.7,2
0.9191176470588235,0.45787545787545786,273,136,125,148,11,0.96323162317276,0.021989893168210983,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,0.7,0.7,1,0.7,4
0.9852941176470589,0.35638297872340424,376,136,134,242,2,0.9570745229721069,0.0265835952013731,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,0.7,0.7,2,0.7,1
0.9779411764705882,0.42356687898089174,314,136,133,181,3,0.9582296013832092,0.024805963039398193,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,0.7,0.7,2,0.7,2
0.9264705882352942,0.45161290322580644,279,136,126,153,10,0.9622456431388855,0.023640688508749008,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,0.7,0.7,2,0.7,4
0.8970588235294118,0.5674418604651162,215,136,122,93,14,0.9660555720329285,0.019637158140540123,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.0,0.7,0,0.7,1
0.8970588235294118,0.5674418604651162,215,136,122,93,14,0.9660555720329285,0.019637158140540123,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.0,0.7,0,0.7,2
0.8970588235294118,0.5674418604651162,215,136,122,93,14,0.9660555720329285,0.019637158140540123,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.0,0.7,0,0.7,4
1.0,0.4444444444444444,306,136,136,170,0,0.9569722414016724,0.02673107385635376,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.0,0.7,1,0.7,1
0.9926470588235294,0.5,270,136,135,135,1,0.9592214822769165,0.023221014067530632,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.0,0.7,1,0.7,2
0.9191176470588235,0.51440329218107,243,136,125,118,11,0.96323162317276,0.021989893168210983,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.0,0.7,1,0.7,4
0.9852941176470589,0.39644970414201186,338,136,134,204,2,0.9570745229721069,0.0265835952013731,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.0,0.7,2,0.7,1
0.9779411764705882,0.4634146341463415,287,136,133,154,3,0.9582296013832092,0.024805963039398193,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.0,0.7,2,0.7,2
0.9264705882352942,0.5060240963855421,249,136,126,123,10,0.9622456431388855,0.023640688508749008,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.0,0.7,2,0.7,4
0.8823529411764706,0.6282722513089005,191,136,120,71,16,0.9674417972564697,0.016174959018826485,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.3,0.7,0,0.7,1
0.8823529411764706,0.6282722513089005,191,136,120,71,16,0.9674417972564697,0.016174959018826485,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.3,0.7,0,0.7,2
0.8823529411764706,0.6282722513089005,191,136,120,71,16,0.9674417972564697,0.016174959018826485,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.3,0.7,0,0.7,4
0.9926470588235294,0.4891304347826087,276,136,135,141,1,0.957321047782898,0.02651837095618248,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.3,0.7,1,0.7,1
0.9779411764705882,0.540650406504065,246,136,133,113,3,0.9603694677352905,0.021135298535227776,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.3,0.7,1,0.7,2
0.9044117647058824,0.5747663551401869,214,136,123,91,13,0.9645381569862366,0.019286271184682846,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.3,0.7,1,0.7,4
0.9779411764705882,0.4318181818181818,308,136,133,175,3,0.9574292302131653,0.026363886892795563,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.3,0.7,2,0.7,1
0.9632352941176471,0.5,262,136,131,131,5,0.9593799710273743,0.022910665720701218,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.3,0.7,2,0.7,2
0.9117647058823529,0.5610859728506787,221,136,124,97,12,0.9635255932807922,0.02126111462712288,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.92,1.3,0.7,2,0.7,4
0.8970588235294118,0.5980392156862745,204,136,122,82,14,0.9660555720329285,0.019637158140540123,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,0.7,0.7,0,0.7,1
0.8970588235294118,0.5980392156862745,204,136,122,82,14,0.9660555720329285,0.019637158140540123,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,0.7,0.7,0,0.7,2
0.8970588235294118,0.5980392156862745,204,136,122,82,14,0.9660555720329285,0.019637158140540123,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,0.7,0.7,0,0.7,4
1.0,0.4610169491525424,295,136,136,159,0,0.9569722414016724,0.02673107385635376,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,0.7,0.7,1,0.7,1
0.9926470588235294,0.5152671755725191,262,136,135,127,1,0.9592214822769165,0.023221014067530632,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,0.7,0.7,1,0.7,2
0.9191176470588235,0.5411255411255411,231,136,125,106,11,0.96323162317276,0.021989893168210983,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,0.7,0.7,1,0.7,4
0.9852941176470589,0.40978593272171254,327,136,134,193,2,0.9570745229721069,0.0265835952013731,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,0.7,0.7,2,0.7,1
0.9779411764705882,0.4767025089605735,279,136,133,146,3,0.9582296013832092,0.024805963039398193,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,0.7,0.7,2,0.7,2
0.9264705882352942,0.5316455696202531,237,136,126,111,10,0.9622456431388855,0.023640688508749008,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,0.7,0.7,2,0.7,4
0.8676470588235294,0.7023809523809523,168,136,118,50,18,0.9677711129188538,0.0160791277885437,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.0,0.7,0,0.7,1
0.8676470588235294,0.7023809523809523,168,136,118,50,18,0.9677711129188538,0.0160791277885437,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.0,0.7,0,0.7,2
0.8676470588235294,0.7023809523809523,168,136,118,50,18,0.9677711129188538,0.0160791277885437,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.0,0.7,0,0.7,4
0.9926470588235294,0.54,250,136,135,115,1,0.9576858878135681,0.025955405086278915,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.0,0.7,1,0.7,1
0.9779411764705882,0.6045454545454545,220,136,133,87,3,0.9603694677352905,0.021135298535227776,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.0,0.7,1,0.7,2
0.8970588235294118,0.6321243523316062,193,136,122,71,14,0.9646109938621521,0.01934882625937462,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.0,0.7,1,0.7,4
0.9779411764705882,0.4784172661870504,278,136,133,145,3,0.9577995538711548,0.025787265971302986,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.0,0.7,2,0.7,1
0.9705882352941176,0.559322033898305,236,136,132,104,4,0.9592990279197693,0.02284197509288788,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.0,0.7,2,0.7,2
0.9044117647058824,0.615,200,136,123,77,13,0.9635896682739258,0.021336084231734276,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.0,0.7,2,0.7,4
0.8529411764705882,0.8055555555555556,144,136,116,28,20,0.9681695103645325,0.015918873250484467,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.3,0.7,0,0.7,1
0.8529411764705882,0.8055555555555556,144,136,116,28,20,0.9681695103645325,0.015918873250484467,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.3,0.7,0,0.7,2
0.8529411764705882,0.8055555555555556,144,136,116,28,20,0.9681695103645325,0.015918873250484467,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.3,0.7,0,0.7,4
0.9926470588235294,0.6338028169014085,213,136,135,78,1,0.9579466581344604,0.02555793896317482,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.3,0.7,1,0.7,1
0.9779411764705882,0.7112299465240641,187,136,133,54,3,0.9606120586395264,0.020557668060064316,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.3,0.7,1,0.7,2
0.8823529411764706,0.7361963190184049,163,136,120,43,16,0.9649433493614197,0.019331282004714012,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.3,0.7,1,0.7,4
0.9779411764705882,0.5518672199170125,241,136,133,108,3,0.9578084349632263,0.0257713720202446,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.3,0.7,2,0.7,1
0.9705882352941176,0.6439024390243903,205,136,132,73,4,0.9595434069633484,0.022316263988614082,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.3,0.7,2,0.7,2
0.9044117647058824,0.7192982456140351,171,136,123,48,13,0.9635896682739258,0.021336084231734276,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.95,1.3,0.7,2,0.7,4
0.8382352941176471,0.8837209302325582,129,136,114,15,22,0.9690114259719849,0.014603894203901291,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.98,0.7,0.7,0,0.7,1
0.8382352941176471,0.8837209302325582,129,136,114,15,22,0.9690114259719849,0.014603894203901291,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.98,0.7,0.7,0,0.7,2
0.8382352941176471,0.8837209302325582,129,136,114,15,22,0.9690114259719849,0.014603894203901291,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.98,0.7,0.7,0,0.7,4
0.9926470588235294,0.7803468208092486,173,136,135,38,1,0.9580978751182556,0.02550986222922802,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.98,0.7,0.7,1,0.7,1
0.9779411764705882,0.8012048192771084,166,136,133,33,3,0.961551308631897,0.01866932213306427,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.98,0.7,0.7,1,0.7,2
0.875,0.8380281690140845,142,136,119,23,17,0.9659315347671509,0.01624746061861515,Exp32,Exp32/39320223196024_low_640,sam_vit_h_4b8939.pth,32,128,0.72,0.98,0.7,0.7,1,0.7,4
