,recall,precision,predictions,ground_truth,TP,FP,FN,mean_iou_of_tp,std_iou_of_tp,error,Dataset,img_dir,model,points_per_side,points_per_batch,pred_iou_thresh,stability_score_thresh,stability_score_offset,box_nms_thresh,crop_n_layers,crop_nms_thresh,crop_n_points_downscale_factor
10,0.5267857142857143,0.8194444444444444,72,112,59,13,53,0.898569643497467,0.0356025248765945,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.0,0.7,0,0.7,2
11,0.5267857142857143,0.8194444444444444,72,112,59,13,53,0.898569643497467,0.0356025248765945,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.0,0.7,0,0.7,4
12,0.6339285714285714,0.7244897959183674,98,112,71,27,41,0.9185139536857604,0.0344362594187259,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.0,0.7,1,0.7,1
13,0.5892857142857143,0.8048780487804879,82,112,66,16,46,0.9201960563659668,0.0334799028933048,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.0,0.7,1,0.7,2
14,0.5535714285714286,0.7848101265822784,79,112,62,17,50,0.9104965925216676,0.0362719036638736,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.0,0.7,1,0.7,4
15,0.6339285714285714,0.6893203883495146,103,112,71,32,41,0.9223682284355164,0.0302637349814176,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.0,0.7,2,0.7,1
16,0.5892857142857143,0.7857142857142857,84,112,66,18,46,0.9229999780654908,0.0294437501579523,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.0,0.7,2,0.7,2
17,0.5535714285714286,0.7848101265822784,79,112,62,17,50,0.9116223454475404,0.0365229398012161,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.0,0.7,2,0.7,4
18,0.2142857142857142,0.8888888888888888,27,112,24,3,88,0.9109287261962892,0.0264163296669721,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.3,0.7,0,0.7,1
19,0.2142857142857142,0.8888888888888888,27,112,24,3,88,0.9109287261962892,0.0264163296669721,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.3,0.7,0,0.7,2
20,0.2142857142857142,0.8888888888888888,27,112,24,3,88,0.9109287261962892,0.0264163296669721,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.3,0.7,0,0.7,4
21,0.3839285714285714,0.8269230769230769,52,112,43,9,69,0.9268977046012878,0.0330519638955593,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.3,0.7,1,0.7,1
22,0.3303571428571428,0.902439024390244,41,112,37,4,75,0.9249934554100036,0.032868169248104,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.3,0.7,1,0.7,2
23,0.2946428571428571,0.868421052631579,38,112,33,5,79,0.9230884313583374,0.0277632120996713,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.3,0.7,1,0.7,4
24,0.3839285714285714,0.7818181818181819,55,112,43,12,69,0.9290427565574646,0.0316968075931072,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.3,0.7,2,0.7,1
25,0.3303571428571428,0.902439024390244,41,112,37,4,75,0.9249934554100036,0.032868169248104,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.3,0.7,2,0.7,2
26,0.2946428571428571,0.868421052631579,38,112,33,5,79,0.9230884313583374,0.0277632120996713,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.3,0.7,2,0.7,4
27,0.3928571428571428,0.8461538461538461,52,112,44,8,68,0.9052969217300416,0.0294854678213596,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,0.7,0.7,0,0.7,1
28,0.3928571428571428,0.8461538461538461,52,112,44,8,68,0.9052969217300416,0.0294854678213596,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,0.7,0.7,0,0.7,2
29,0.3928571428571428,0.8461538461538461,52,112,44,8,68,0.9052969217300416,0.0294854678213596,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,0.7,0.7,0,0.7,4
30,0.5446428571428571,0.7721518987341772,79,112,61,18,51,0.9246320724487304,0.031539149582386,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,0.7,0.7,1,0.7,1
31,0.4821428571428571,0.8307692307692308,65,112,54,11,58,0.9226613640785216,0.032608188688755,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,0.7,0.7,1,0.7,2
32,0.4285714285714285,0.8275862068965517,58,112,48,10,64,0.9186968207359314,0.030339665710926,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,0.7,0.7,1,0.7,4
33,0.5446428571428571,0.7349397590361446,83,112,61,22,51,0.9272179007530212,0.0273449495434761,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,0.7,0.7,2,0.7,1
34,0.4821428571428571,0.8307692307692308,65,112,54,11,58,0.9264246821403505,0.0297570116817951,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,0.7,0.7,2,0.7,2
35,0.4285714285714285,0.8275862068965517,58,112,48,10,64,0.9194225668907166,0.0303114727139472,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,0.7,0.7,2,0.7,4
36,0.0446428571428571,1.0,5,112,5,0,107,0.915671706199646,0.0211518369615077,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.0,0.7,0,0.7,1
37,0.0446428571428571,1.0,5,112,5,0,107,0.915671706199646,0.0211518369615077,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.0,0.7,0,0.7,2
38,0.0446428571428571,1.0,5,112,5,0,107,0.915671706199646,0.0211518369615077,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.0,0.7,0,0.7,4
39,0.0982142857142857,0.9166666666666666,12,112,11,1,101,0.9166419506072998,0.0502491071820259,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.0,0.7,1,0.7,1
40,0.0714285714285714,0.8888888888888888,9,112,8,1,104,0.9189959168434144,0.0499306209385395,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.0,0.7,1,0.7,2
41,0.0446428571428571,0.8333333333333334,6,112,5,1,107,0.9177823066711426,0.0206470005214214,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.0,0.7,1,0.7,4
42,0.0982142857142857,0.7857142857142857,14,112,11,3,101,0.9176952242851256,0.0508789531886577,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.0,0.7,2,0.7,1
43,0.0714285714285714,0.8888888888888888,9,112,8,1,104,0.9189959168434144,0.0499306209385395,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.0,0.7,2,0.7,2
44,0.0446428571428571,0.8333333333333334,6,112,5,1,107,0.9177823066711426,0.0206470005214214,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.0,0.7,2,0.7,4
45,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.3,0.7,0,0.7,1
46,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.3,0.7,0,0.7,2
47,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.3,0.7,0,0.7,4
48,0.0089285714285714,0.5,2,112,1,1,111,0.9626947045326232,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.3,0.7,1,0.7,1
49,0.0,0.0,1,112,0,1,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.3,0.7,1,0.7,2
50,0.0,0.0,1,112,0,1,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.3,0.7,1,0.7,4
51,0.0089285714285714,0.5,2,112,1,1,111,0.9626947045326232,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.3,0.7,2,0.7,1
52,0.0,0.0,1,112,0,1,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.3,0.7,2,0.7,2
53,0.0,0.0,1,112,0,1,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.95,1.3,0.7,2,0.7,4
54,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,0.7,0.7,0,0.7,1
55,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,0.7,0.7,0,0.7,2
56,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,0.7,0.7,0,0.7,4
57,0.0,0.0,1,112,0,1,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,0.7,0.7,1,0.7,1
58,0.0,0.0,1,112,0,1,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,0.7,0.7,1,0.7,2
59,0.0,0.0,1,112,0,1,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,0.7,0.7,1,0.7,4
60,0.0,0.0,2,112,0,2,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,0.7,0.7,2,0.7,1
61,0.0,0.0,1,112,0,1,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,0.7,0.7,2,0.7,2
62,0.0,0.0,1,112,0,1,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,0.7,0.7,2,0.7,4
63,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.0,0.7,0,0.7,1
64,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.0,0.7,0,0.7,2
65,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.0,0.7,0,0.7,4
66,0.0,0.0,1,112,0,1,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.0,0.7,1,0.7,1
67,0.0,0.0,0,0,0,0,0,0.0,0.0,IndexError,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.0,0.7,1,0.7,2
68,0.0,0.0,0,0,0,0,0,0.0,0.0,IndexError,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.0,0.7,1,0.7,4
69,0.0,0.0,1,112,0,1,112,,,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.0,0.7,2,0.7,1
70,0.0,0.0,0,0,0,0,0,0.0,0.0,IndexError,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.0,0.7,2,0.7,2
71,0.0,0.0,0,0,0,0,0,0.0,0.0,IndexError,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.0,0.7,2,0.7,4
72,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.3,0.7,0,0.7,1
73,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.3,0.7,0,0.7,2
74,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.3,0.7,0,0.7,4
75,0.0,0.0,0,0,0,0,0,0.0,0.0,IndexError,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.3,0.7,1,0.7,1
76,0.0,0.0,0,0,0,0,0,0.0,0.0,IndexError,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.3,0.7,1,0.7,2
77,0.0,0.0,0,0,0,0,0,0.0,0.0,IndexError,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.3,0.7,1,0.7,4
78,0.0,0.0,0,0,0,0,0,0.0,0.0,IndexError,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.3,0.7,2,0.7,1
79,0.0,0.0,0,0,0,0,0,0.0,0.0,IndexError,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.3,0.7,2,0.7,2
80,0.0,0.0,0,0,0,0,0,0.0,0.0,IndexError,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.72,0.98,1.3,0.7,2,0.7,4
81,0.6875,0.7333333333333333,105,112,77,28,35,0.8896970152854919,0.0392640978097915,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,0.7,0.7,0,0.7,1
82,0.6875,0.7333333333333333,105,112,77,28,35,0.8896970152854919,0.0392640978097915,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,0.7,0.7,0,0.7,2
83,0.6875,0.7333333333333333,105,112,77,28,35,0.8896970152854919,0.0392640978097915,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,0.7,0.7,0,0.7,4
84,0.7946428571428571,0.6592592592592592,135,112,89,46,23,0.9086240530014038,0.0387281291186809,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,0.7,0.7,1,0.7,1
85,0.7946428571428571,0.7355371900826446,121,112,89,32,23,0.908441424369812,0.0394652970135211,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,0.7,0.7,1,0.7,2
86,0.7232142857142857,0.7232142857142857,112,112,81,31,31,0.899904727935791,0.0417490378022193,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,0.7,0.7,1,0.7,4
87,0.8125,0.6319444444444444,144,112,91,53,21,0.9091662168502808,0.0378899425268173,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,0.7,0.7,2,0.7,1
88,0.7857142857142857,0.7096774193548387,124,112,88,36,24,0.9111007452011108,0.0383892506361007,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,0.7,0.7,2,0.7,2
89,0.7232142857142857,0.7232142857142857,112,112,81,31,31,0.9007665514945984,0.0421382151544094,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,0.7,0.7,2,0.7,4
90,0.5267857142857143,0.8194444444444444,72,112,59,13,53,0.898569643497467,0.0356025248765945,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.0,0.7,0,0.7,1
91,0.5267857142857143,0.8194444444444444,72,112,59,13,53,0.898569643497467,0.0356025248765945,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.0,0.7,0,0.7,2
92,0.5267857142857143,0.8194444444444444,72,112,59,13,53,0.898569643497467,0.0356025248765945,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.0,0.7,0,0.7,4
93,0.6339285714285714,0.7319587628865979,97,112,71,26,41,0.9185139536857604,0.0344362594187259,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.0,0.7,1,0.7,1
94,0.5892857142857143,0.8048780487804879,82,112,66,16,46,0.9201960563659668,0.0334799028933048,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.0,0.7,1,0.7,2
95,0.5535714285714286,0.7948717948717948,78,112,62,16,50,0.9104965925216676,0.0362719036638736,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.0,0.7,1,0.7,4
96,0.6339285714285714,0.696078431372549,102,112,71,31,41,0.9223682284355164,0.0302637349814176,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.0,0.7,2,0.7,1
97,0.5892857142857143,0.7857142857142857,84,112,66,18,46,0.9229999780654908,0.0294437501579523,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.0,0.7,2,0.7,2
98,0.5535714285714286,0.7948717948717948,78,112,62,16,50,0.9116223454475404,0.0365229398012161,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.0,0.7,2,0.7,4
99,0.2142857142857142,0.8888888888888888,27,112,24,3,88,0.9109287261962892,0.0264163296669721,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.3,0.7,0,0.7,1
100,0.2142857142857142,0.8888888888888888,27,112,24,3,88,0.9109287261962892,0.0264163296669721,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.3,0.7,0,0.7,2
101,0.2142857142857142,0.8888888888888888,27,112,24,3,88,0.9109287261962892,0.0264163296669721,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.3,0.7,0,0.7,4
102,0.3839285714285714,0.8431372549019608,51,112,43,8,69,0.9268977046012878,0.0330519638955593,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.3,0.7,1,0.7,1
103,0.3303571428571428,0.902439024390244,41,112,37,4,75,0.9249934554100036,0.032868169248104,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.3,0.7,1,0.7,2
104,0.2946428571428571,0.8918918918918919,37,112,33,4,79,0.9230884313583374,0.0277632120996713,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.3,0.7,1,0.7,4
105,0.3839285714285714,0.7962962962962963,54,112,43,11,69,0.9290427565574646,0.0316968075931072,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.3,0.7,2,0.7,1
106,0.3303571428571428,0.902439024390244,41,112,37,4,75,0.9249934554100036,0.032868169248104,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.3,0.7,2,0.7,2
107,0.2946428571428571,0.8918918918918919,37,112,33,4,79,0.9230884313583374,0.0277632120996713,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.92,1.3,0.7,2,0.7,4
108,0.3928571428571428,0.8461538461538461,52,112,44,8,68,0.9052969217300416,0.0294854678213596,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,0.7,0.7,0,0.7,1
109,0.3928571428571428,0.8461538461538461,52,112,44,8,68,0.9052969217300416,0.0294854678213596,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,0.7,0.7,0,0.7,2
110,0.3928571428571428,0.8461538461538461,52,112,44,8,68,0.9052969217300416,0.0294854678213596,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,0.7,0.7,0,0.7,4
111,0.5446428571428571,0.782051282051282,78,112,61,17,51,0.9246320724487304,0.031539149582386,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,0.7,0.7,1,0.7,1
112,0.4821428571428571,0.8307692307692308,65,112,54,11,58,0.9226613640785216,0.032608188688755,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,0.7,0.7,1,0.7,2
113,0.4285714285714285,0.8421052631578947,57,112,48,9,64,0.9186968207359314,0.030339665710926,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,0.7,0.7,1,0.7,4
114,0.5446428571428571,0.7439024390243902,82,112,61,21,51,0.9272179007530212,0.0273449495434761,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,0.7,0.7,2,0.7,1
115,0.4821428571428571,0.8307692307692308,65,112,54,11,58,0.9264246821403505,0.0297570116817951,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,0.7,0.7,2,0.7,2
116,0.4285714285714285,0.8421052631578947,57,112,48,9,64,0.9194225668907166,0.0303114727139472,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,0.7,0.7,2,0.7,4
117,0.0446428571428571,1.0,5,112,5,0,107,0.915671706199646,0.0211518369615077,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.0,0.7,0,0.7,1
118,0.0446428571428571,1.0,5,112,5,0,107,0.915671706199646,0.0211518369615077,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.0,0.7,0,0.7,2
119,0.0446428571428571,1.0,5,112,5,0,107,0.915671706199646,0.0211518369615077,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.0,0.7,0,0.7,4
120,0.0982142857142857,0.9166666666666666,12,112,11,1,101,0.9166419506072998,0.0502491071820259,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.0,0.7,1,0.7,1
121,0.0714285714285714,0.8888888888888888,9,112,8,1,104,0.9189959168434144,0.0499306209385395,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.0,0.7,1,0.7,2
122,0.0446428571428571,0.8333333333333334,6,112,5,1,107,0.9177823066711426,0.0206470005214214,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.0,0.7,1,0.7,4
123,0.0982142857142857,0.7857142857142857,14,112,11,3,101,0.9176952242851256,0.0508789531886577,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.0,0.7,2,0.7,1
124,0.0714285714285714,0.8888888888888888,9,112,8,1,104,0.9189959168434144,0.0499306209385395,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.0,0.7,2,0.7,2
125,0.0446428571428571,0.8333333333333334,6,112,5,1,107,0.9177823066711426,0.0206470005214214,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.0,0.7,2,0.7,4
126,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.3,0.7,0,0.7,1
127,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.3,0.7,0,0.7,2
128,0.0,0.0,0,112,0,0,112,0.0,0.0,,Exp32,Exp32/39420224317029_low_2368,sam2.1_hiera_small.pt,32,128,0.8,0.95,1.3,0.7,0,0.7,4
