recall,precision,predictions,ground_truth,TP,FP,FN,mean_iou_of_tp,std_iou_of_tp,error,Dataset,img_dir,model,points_per_side,points_per_batch,pred_iou_thresh,stability_score_thresh,stability_score_offset,box_nms_thresh,crop_n_layers,crop_nms_thresh,crop_n_points_downscale_factor
0.7372881355932204,0.7310924369747899,119,118,87,32,31,0.8927497267723083,0.039871152490377426,,Exp32,Exp32/39320223018029_low_1152,sam2.1_hiera_small.pt,32,128,0.72,0.92,0.7,0.7,0,0.7,1
0.7372881355932204,0.7310924369747899,119,118,87,32,31,0.8927497267723083,0.039871152490377426,,Exp32,Exp32/39320223018029_low_1152,sam2.1_hiera_small.pt,32,128,0.72,0.92,0.7,0.7,0,0.7,2
0.7372881355932204,0.7310924369747899,119,118,87,32,31,0.8927497267723083,0.039871152490377426,,Exp32,Exp32/39320223018029_low_1152,sam2.1_hiera_small.pt,32,128,0.72,0.92,0.7,0.7,0,0.7,4
0.8898305084745762,0.6521739130434783,161,118,105,56,13,0.9152882099151611,0.03194905444979668,,Exp32,Exp32/39320223018029_low_1152,sam2.1_hiera_small.pt,32,128,0.72,0.92,0.7,0.7,1,0.7,1
0.8220338983050848,0.6783216783216783,143,118,97,46,21,0.9178900122642517,0.028624730184674263,,Exp32,Exp32/39320223018029_low_1152,sam2.1_hiera_small.pt,32,128,0.72,0.92,0.7,0.7,1,0.7,2
0.788135593220339,0.7380952380952381,126,118,93,33,25,0.9005229473114014,0.039234459400177,,Exp32,Exp32/39320223018029_low_1152,sam2.1_hiera_small.pt,32,128,0.72,0.92,0.7,0.7,1,0.7,4
0.8728813559322034,0.5567567567567567,185,118,103,82,15,0.9161155223846436,0.03293204680085182,,Exp32,Exp32/39320223018029_low_1152,sam2.1_hiera_small.pt,32,128,0.72,0.92,0.7,0.7,2,0.7,1
0.8220338983050848,0.6689655172413793,145,118,97,48,21,0.9190095663070679,0.030330752953886986,,Exp32,Exp32/39320223018029_low_1152,sam2.1_hiera_small.pt,32,128,0.72,0.92,0.7,0.7,2,0.7,2
0.788135593220339,0.7153846153846154,130,118,93,37,25,0.9012781977653503,0.039163973182439804,,Exp32,Exp32/39320223018029_low_1152,sam2.1_hiera_small.pt,32,128,0.72,0.92,0.7,0.7,2,0.7,4
0.5423728813559322,0.8,80,118,64,16,54,0.9076014757156372,0.03207461163401604,,Exp32,Exp32/39320223018029_low_1152,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.0,0.7,0,0.7,1
0.5423728813559322,0.8,80,118,64,16,54,0.9076014757156372,0.03207461163401604,,Exp32,Exp32/39320223018029_low_1152,sam2.1_hiera_small.pt,32,128,0.72,0.92,1.0,0.7,0,0.7,2
