Dice per mask,Gdice per mask,IoU per mask,Mask N,Sam generation,Weights path,Dataset
0.967287003993988,0.9347831010818481,0.9385799169540405,58,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9790151715278625,0.9581365585327148,0.9597166776657104,59,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9677811861038208,0.935819149017334,0.9394478797912598,60,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.982891321182251,0.9660971164703369,0.9669044613838196,61,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9799196720123291,0.960423469543457,0.9613683223724365,62,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9785542488098145,0.9572200775146484,0.958868145942688,63,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.979672372341156,0.9595773220062256,0.9609242081642151,64,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9838317632675171,0.9678217768669128,0.9686716198921204,65,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9751688838005066,0.9506757855415344,0.9526718854904175,66,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9818201065063477,0.9643116593360901,0.9648929834365845,67,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9480322599411011,0.8966978788375854,0.9057942628860474,68,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9625527262687683,0.9255819916725159,0.9302902221679688,69,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9707028865814209,0.9416382312774658,0.9446367025375366,70,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9717427492141724,0.9436354041099548,0.9465008974075317,71,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9838644862174988,0.9680189490318298,0.96872878074646,72,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9860432147979736,0.9724851250648499,0.9728337526321411,73,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9804888963699341,0.9611477851867676,0.9624371528625488,74,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9609034061431885,0.9221402406692505,0.9274543523788452,75,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9766460061073303,0.9536442756652832,0.9553613662719727,76,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9621278643608093,0.9247583150863647,0.9295533895492554,77,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9736934304237366,0.9479902982711792,0.9499876499176025,78,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9742041826248169,0.9490235447883606,0.9509108066558838,79,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9851574897766113,0.970629096031189,0.9711620211601257,80,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.972804069519043,0.9462931752204895,0.9483802318572998,81,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9557989835739136,0.911870539188385,0.91875821352005,82,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9828054308891296,0.9660401940345764,0.9667405486106873,83,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9674701690673828,0.9351154565811157,0.9389041662216187,84,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9817612171173096,0.9640330672264099,0.9647889137268066,85,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9769580364227295,0.9542536735534668,0.9559323787689209,86,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9585246443748474,0.9178727865219116,0.9233392477035522,87,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9831358790397644,0.9669157266616821,0.9673517942428589,88,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9678722620010376,0.9360555410385132,0.9396061301231384,89,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9569054245948792,0.9142934083938599,0.9206132888793945,90,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9779684543609619,0.9561555981636047,0.9577876925468445,91,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9834290742874146,0.9671724438667297,0.967911422252655,92,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9877091646194458,0.9759300947189331,0.9759961366653442,93,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9783309698104858,0.956932008266449,0.9584514498710632,94,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9722520112991333,0.9450019598007202,0.9473977088928223,95,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9798883199691772,0.9599778652191162,0.9613245725631714,96,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9803427457809448,0.9610244631767273,0.9621602296829224,97,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9773523807525635,0.9549794793128967,0.9566562175750732,98,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9787033796310425,0.957828164100647,0.9591304063796997,99,1,sam_vit_l_0b3195.pth,ExperimentData/BackboneExperimentData/Soil
0.9460458755493164,0.8927440047264099,0.9025463461875916,0,1,sam_vit_h_4b8939.pth,ExperimentData/BackboneExperimentData/Soil
0.9686189889907837,0.9374090433120728,0.9409347176551819,1,1,sam_vit_h_4b8939.pth,ExperimentData/BackboneExperimentData/Soil
0.9893274903297424,0.9788321852684021,0.9790974259376526,2,1,sam_vit_h_4b8939.pth,ExperimentData/BackboneExperimentData/Soil
